 timestamp, timer, flow_rate_crossings, pressure_1, pressure_2, pressure_3, pressure_4, pressure_5,,
 4:12:39 PM,3.32,0,1798,1910,1952,1933,1449,,
 4:12:39 PM,3.41,0,1800,1912,1956,1937,1452,,
 4:12:39 PM,3.51,0,1794,1907,1949,1930,1448,,
 4:12:39 PM,3.62,0,1802,1913,1957,1937,1453,,
 4:12:39 PM,3.71,0,1797,1906,1949,1931,1450,,
 4:12:39 PM,3.81,0,1785,1894,1934,1918,1442,,
 4:12:39 PM,3.92,0,1799,1912,1951,1930,1449,,
 4:12:39 PM,4.01,0,1796,1908,1949,1930,1449,,
 4:12:39 PM,4.12,0,1798,1913,1955,1934,1451,,
 4:12:40 PM,4.21,0,1797,1909,1952,1932,1448,,
 4:12:40 PM,4.31,0,1808,1922,1966,1944,1456,,
 4:12:40 PM,4.42,0,1814,1926,1970,1950,1460,,
 4:12:40 PM,4.51,0,1806,1917,1960,1940,1453,,
 4:12:40 PM,4.61,0,1789,1896,1941,1925,1444,,
 4:12:40 PM,4.71,0,1696,1802,1833,1817,1379,,
 4:12:40 PM,4.82,0,1741,1856,1885,1862,1407,,
 4:12:40 PM,4.91,0,1776,1893,1926,1901,1431,,
 4:12:40 PM,5.01,0,1685,1791,1822,1812,1384,,
 4:12:41 PM,5.12,0,1763,1894,1942,1911,1428,,
 4:12:41 PM,5.21,0,1778,1897,1937,1911,1431,,
 4:12:41 PM,5.32,0,1774,1872,1892,1876,1425,,
 4:12:41 PM,5.41,0,1791,1910,1947,1917,1438,,
 4:12:41 PM,5.51,0,1750,1863,1906,1887,1422,,
 4:12:41 PM,5.62,256,1775,1886,1927,1908,1436,,
 4:12:41 PM,5.72,267,1745,1865,1919,1905,1433,,
 4:12:41 PM,5.82,429,1761,1876,1922,1900,1426,,
 4:12:41 PM,5.91,486,1779,1894,1939,1919,1439,,
 4:12:41 PM,6.02,280,1737,1838,1870,1866,1418,,
 4:12:42 PM,6.12,169,1772,1884,1919,1894,1427,,
 4:12:42 PM,6.21,165,1797,1915,1955,1928,1445,,
 4:12:42 PM,6.32,158,1807,1917,1955,1935,1453,,
 4:12:42 PM,6.41,146,1742,1853,1893,1878,1418,,
 4:12:42 PM,6.52,138,1822,1949,2001,1968,1464,,
 4:12:42 PM,6.62,158,1756,1864,1908,1894,1430,,
 4:12:42 PM,6.71,163,1814,1938,1993,1964,1460,,
 4:12:42 PM,6.82,135,1735,1841,1881,1871,1418,,
 4:12:42 PM,6.91,159,1815,1930,1981,1953,1455,,
 4:12:42 PM,7.02,139,1759,1868,1902,1886,1424,,
 4:12:43 PM,7.12,152,1768,1876,1916,1900,1430,,
 4:12:43 PM,7.23,148,1744,1857,1904,1890,1424,,
 4:12:43 PM,7.31,147,1732,1854,1917,1903,1425,,
 4:12:43 PM,7.42,173,1705,1843,1882,1839,1376,,
 4:12:43 PM,7.52,158,1658,1785,1839,1844,1401,,
 4:12:43 PM,7.61,177,1557,1644,1676,1705,1317,,
 4:12:43 PM,7.72,180,1424,1463,1500,1609,1283,,
 4:12:43 PM,7.82,179,1320,1249,963,996,1004,,
 4:12:43 PM,7.91,175,1805,2048,2154,2125,1542,,
 4:12:43 PM,8.02,181,2078,2200,2295,2241,1648,,
 4:12:44 PM,8.11,154,1878,2003,2108,2080,1544,,
 4:12:44 PM,8.22,162,1840,1931,1995,1979,1486,,
 4:12:44 PM,8.32,166,1826,1919,1969,1952,1466,,
 4:12:44 PM,8.42,158,1806,1903,1948,1930,1450,,
 4:12:44 PM,8.51,176,1802,1907,1951,1930,1447,,
 4:12:44 PM,8.62,184,1788,1897,1936,1913,1437,,
 4:12:44 PM,8.72,169,1788,1896,1936,1913,1437,,
 4:12:44 PM,8.82,167,1786,1895,1933,1911,1436,,
 4:12:44 PM,8.91,184,1777,1888,1930,1908,1436,,
 4:12:44 PM,9.02,186,1784,1895,1938,1916,1439,,
 4:12:45 PM,9.12,160,1788,1899,1944,1922,1442,,
 4:12:45 PM,9.21,164,1781,1892,1939,1919,1439,,
 4:12:45 PM,9.31,194,1789,1899,1946,1926,1444,,
 4:12:45 PM,9.42,156,1785,1898,1944,1924,1443,,
 4:12:45 PM,9.52,164,1787,1899,1946,1926,1444,,
 4:12:45 PM,9.63,169,1786,1896,1942,1923,1442,,
 4:12:45 PM,9.72,187,1787,1897,1944,1924,1442,,
 4:12:45 PM,9.82,184,1785,1898,1943,1924,1442,,
 4:12:45 PM,9.93,180,1782,1894,1941,1923,1441,,
 4:12:45 PM,10.02,168,1782,1893,1939,1922,1441,,
 4:12:46 PM,10.11,176,1781,1891,1933,1914,1437,,
 4:12:46 PM,10.22,182,1779,1891,1936,1916,1438,,
 4:12:46 PM,10.32,168,1784,1894,1934,1912,1435,,
 4:12:46 PM,10.43,202,1787,1899,1942,1920,1440,,
 4:12:46 PM,10.52,178,1785,1897,1942,1922,1441,,
 4:12:46 PM,10.61,176,1778,1891,1936,1916,1438,,
 4:12:46 PM,10.72,185,1783,1896,1942,1923,1442,,
 4:12:46 PM,10.82,185,1785,1897,1943,1923,1443,,
 4:12:46 PM,10.92,176,1782,1894,1940,1922,1441,,
 4:12:46 PM,11.01,169,1783,1894,1941,1923,1441,,
 4:12:47 PM,11.12,175,1782,1896,1941,1922,1441,,
 4:12:47 PM,11.21,178,1780,1893,1940,1922,1441,,
 4:12:47 PM,11.32,170,1787,1898,1943,1924,1442,,
 4:12:47 PM,11.42,182,1790,1901,1947,1927,1444,,
 4:12:47 PM,11.51,200,1823,1926,1976,1960,1458,,
 4:12:47 PM,11.62,156,1561,1576,1558,1612,1280,,
 4:12:47 PM,11.71,175,1112,1004,775,899,956,,
 4:12:47 PM,11.82,193,718,673,470,617,816,,
 4:12:47 PM,11.91,180,69,212,258,345,520,,
 4:12:47 PM,12.02,176,0,156,233,340,363,,
 4:12:48 PM,12.11,188,1409,1440,1419,1407,1147,,
 4:12:48 PM,12.22,192,1858,1934,1921,1845,1450,,
 4:12:48 PM,12.32,188,1762,1847,1898,1874,1470,,
 4:12:48 PM,12.41,176,1576,1639,1719,1762,1409,,
 4:12:48 PM,12.52,165,1574,1676,1798,1884,1490,,
 4:12:48 PM,12.62,169,1775,1851,1879,1849,1417,,
 4:12:48 PM,12.72,181,1973,2061,2025,1897,1407,,
 4:12:48 PM,12.82,179,1822,1919,1937,1874,1412,,
 4:12:48 PM,12.92,172,1776,1871,1902,1862,1410,,
 4:12:48 PM,13.02,166,1775,1873,1918,1893,1433,,
 4:12:49 PM,13.11,180,1777,1876,1921,1898,1434,,
 4:12:49 PM,13.22,166,1773,1874,1911,1878,1416,,
 4:12:49 PM,13.32,174,1789,1893,1920,1876,1410,,
 4:12:49 PM,13.42,177,1819,1924,1947,1896,1424,,
 4:12:49 PM,13.53,165,1809,1911,1939,1896,1425,,
 4:12:49 PM,13.62,202,1737,1829,1877,1871,1422,,
 4:12:49 PM,13.71,167,1733,1817,1868,1872,1425,,
 4:12:49 PM,13.82,173,1729,1822,1870,1870,1421,,
 4:12:49 PM,13.91,190,1726,1827,1879,1875,1423,,
 4:12:49 PM,14.02,186,1752,1856,1902,1886,1426,,
 4:12:50 PM,14.12,180,1801,1912,1945,1911,1435,,
 4:12:50 PM,14.23,186,1776,1886,1926,1897,1429,,
 4:12:50 PM,14.32,184,1806,1915,1948,1910,1432,,
 4:12:50 PM,14.42,176,1869,2001,2031,1973,1466,,
 4:12:50 PM,14.51,180,1899,2029,2052,1982,1468,,
 4:12:50 PM,14.62,158,1903,2031,2057,1989,1475,,
 4:12:50 PM,14.71,156,1829,1946,1984,1944,1455,,
 4:12:50 PM,14.82,166,1786,1889,1935,1919,1446,,
 4:12:50 PM,14.93,174,1670,1743,1806,1840,1414,,
 4:12:50 PM,15.02,165,1701,1793,1849,1864,1420,,
 4:12:51 PM,15.11,159,1697,1793,1847,1857,1413,,
 4:12:51 PM,15.22,174,1749,1851,1893,1881,1423,,
 4:12:51 PM,15.32,161,1758,1863,1904,1886,1424,,
 4:12:51 PM,15.41,177,1765,1874,1916,1895,1429,,
 4:12:51 PM,15.52,190,1768,1877,1919,1899,1431,,
 4:12:51 PM,15.62,162,1768,1878,1922,1903,1434,,
 4:12:51 PM,15.71,181,1770,1879,1924,1905,1435,,
 4:12:51 PM,15.82,153,1763,1870,1915,1898,1432,,
 4:12:51 PM,15.92,172,1765,1871,1915,1897,1430,,
 4:12:51 PM,16.01,162,1766,1872,1917,1899,1431,,
 4:12:52 PM,16.12,159,1764,1873,1918,1902,1434,,
 4:12:52 PM,16.22,183,1771,1879,1924,1906,1435,,
 4:12:52 PM,16.32,172,1769,1877,1923,1906,1436,,
 4:12:52 PM,16.43,158,1771,1879,1925,1908,1435,,
 4:12:52 PM,16.52,152,1768,1875,1920,1906,1435,,
 4:12:52 PM,16.62,160,1762,1869,1916,1902,1434,,
 4:12:52 PM,16.72,172,1762,1868,1915,1901,1434,,
 4:12:52 PM,16.82,155,1768,1876,1921,1905,1436,,
 4:12:52 PM,16.93,165,1769,1877,1923,1906,1435,,
 4:12:52 PM,17.02,150,1773,1881,1926,1907,1435,,
 4:12:53 PM,17.11,164,1767,1875,1919,1902,1433,,
 4:12:53 PM,17.22,161,1773,1883,1927,1909,1437,,
 4:12:53 PM,17.32,145,1766,1874,1921,1905,1435,,
 4:12:53 PM,17.42,148,1763,1872,1918,1902,1433,,
 4:12:53 PM,17.52,161,1766,1875,1920,1904,1434,,
 4:12:53 PM,17.61,146,1768,1877,1924,1907,1435,,
 4:12:53 PM,17.72,147,1768,1879,1925,1908,1435,,
 4:12:53 PM,17.82,137,1772,1881,1927,1910,1436,,
 4:12:53 PM,17.91,157,1771,1880,1926,1908,1434,,
 4:12:53 PM,18.02,158,1767,1877,1922,1904,1432,,
 4:12:54 PM,18.11,138,1771,1882,1926,1908,1434,,
 4:12:54 PM,18.22,148,1768,1880,1925,1906,1433,,
 4:12:54 PM,18.32,130,1766,1877,1922,1906,1434,,
 4:12:54 PM,18.41,148,1766,1876,1923,1906,1435,,
 4:12:54 PM,18.51,155,1770,1878,1925,1909,1435,,
 4:12:54 PM,18.62,169,1769,1878,1925,1908,1435,,
 4:12:54 PM,18.71,178,1770,1879,1925,1909,1435,,
 4:12:54 PM,18.82,172,1771,1880,1926,1909,1435,,
 4:12:54 PM,18.92,181,1775,1884,1929,1911,1436,,
 4:12:54 PM,19.01,165,1781,1891,1934,1914,1436,,
 4:12:55 PM,19.12,152,1791,1904,1946,1921,1439,,
 4:12:55 PM,19.21,186,1787,1900,1942,1917,1437,,
 4:12:55 PM,19.32,156,1784,1895,1939,1915,1436,,
 4:12:55 PM,19.42,172,1787,1898,1942,1919,1439,,
 4:12:55 PM,19.51,145,1770,1880,1926,1911,1436,,
 4:12:55 PM,19.62,179,1770,1879,1924,1909,1435,,
 4:12:55 PM,19.72,159,1767,1878,1924,1909,1435,,
 4:12:55 PM,19.82,152,1769,1879,1925,1909,1435,,
 4:12:55 PM,19.91,183,1763,1872,1919,1905,1434,,
 4:12:55 PM,20.02,158,1760,1867,1916,1903,1432,,
 4:12:56 PM,20.12,172,1769,1879,1925,1908,1433,,
 4:12:56 PM,20.21,170,1771,1881,1927,1909,1433,,
 4:12:56 PM,20.32,187,1771,1880,1927,1910,1435,,
 4:12:56 PM,20.42,182,1765,1873,1924,1910,1437,,
 4:12:56 PM,20.53,151,1777,1885,1933,1918,1440,,
 4:12:56 PM,20.62,186,1777,1885,1933,1916,1440,,
 4:12:56 PM,20.71,148,1777,1887,1934,1916,1439,,
 4:12:56 PM,20.81,156,1774,1884,1932,1915,1437,,
 4:12:56 PM,20.92,175,1768,1878,1926,1912,1438,,
 4:12:56 PM,21.02,175,1772,1881,1929,1912,1437,,
 4:12:57 PM,21.11,157,1777,1888,1932,1912,1435,,
 4:12:57 PM,21.22,148,1777,1888,1933,1913,1436,,
 4:12:57 PM,21.32,168,1774,1886,1933,1916,1438,,
 4:12:57 PM,21.41,183,1766,1876,1925,1910,1437,,
 4:12:57 PM,21.52,156,1778,1888,1934,1917,1438,,
 4:12:57 PM,21.61,176,1776,1886,1934,1916,1439,,
 4:12:57 PM,21.72,166,1768,1879,1925,1909,1436,,
 4:12:57 PM,21.82,139,1775,1885,1931,1913,1435,,
 4:12:57 PM,21.92,167,1780,1891,1936,1915,1436,,
 4:12:57 PM,22.01,160,1779,1891,1939,1918,1439,,
 4:12:58 PM,22.12,144,1773,1883,1933,1916,1439,,
 4:12:58 PM,22.21,155,1786,1901,1946,1921,1437,,
 4:12:58 PM,22.32,155,1841,1966,1998,1947,1445,,
 4:12:58 PM,22.42,170,1750,1861,1919,1913,1439,,
 4:12:58 PM,22.51,181,1790,1903,1949,1928,1445,,
 4:12:58 PM,22.62,181,1720,1815,1879,1892,1433,,
 4:12:58 PM,22.72,175,1743,1846,1897,1892,1428,,
 4:12:58 PM,22.82,199,1782,1892,1936,1915,1437,,
 4:12:58 PM,22.92,184,1780,1891,1938,1920,1441,,
 4:12:58 PM,23.01,173,1767,1877,1930,1919,1443,,
 4:12:59 PM,23.12,147,1770,1877,1927,1915,1441,,
 4:12:59 PM,23.22,162,1774,1883,1930,1915,1439,,
 4:12:59 PM,23.32,165,1772,1882,1930,1915,1439,,
 4:12:59 PM,23.42,179,1753,1858,1909,1900,1432,,
 4:12:59 PM,23.51,186,1770,1877,1926,1908,1433,,
 4:12:59 PM,23.62,184,1773,1883,1929,1911,1434,,
 4:12:59 PM,23.71,170,1775,1886,1933,1914,1436,,
 4:12:59 PM,23.81,183,1779,1890,1938,1918,1439,,
 4:12:59 PM,23.92,161,1776,1884,1932,1919,1444,,
 4:12:59 PM,24.02,164,1754,1853,1909,1908,1441,,
 4:13:00 PM,24.11,169,1780,1885,1934,1923,1444,,
 4:13:00 PM,24.22,155,1767,1873,1922,1908,1432,,
 4:13:00 PM,24.32,168,1769,1881,1928,1911,1435,,
 4:13:00 PM,24.41,168,1774,1883,1932,1915,1438,,
 4:13:00 PM,24.52,143,1783,1892,1942,1926,1445,,
 4:13:00 PM,24.61,133,1776,1885,1937,1924,1444,,
 4:13:00 PM,24.72,173,1733,1841,1905,1909,1442,,
 4:13:00 PM,24.82,194,1756,1860,1929,1944,1469,,
 4:13:00 PM,24.91,158,1882,2028,2105,2097,1558,,
 4:13:00 PM,25.02,161,1691,1785,1850,1864,1417,,
 4:13:01 PM,25.11,184,1805,1915,1961,1941,1453,,
 4:13:01 PM,25.22,196,1746,1878,1889,1826,1357,,
 4:13:01 PM,25.32,200,1809,2011,2041,1950,1430,,
 4:13:01 PM,25.41,206,1626,1769,1816,1787,1335,,
 4:13:01 PM,25.51,208,1880,2002,2033,1975,1460,,
 4:13:01 PM,25.62,200,1823,1914,1965,1951,1463,,
 4:13:01 PM,25.71,199,1765,1853,1902,1897,1431,,
 4:13:01 PM,25.81,193,1711,1777,1841,1873,1432,,
 4:13:01 PM,25.91,195,1734,1817,1869,1882,1428,,
 4:13:01 PM,26.03,205,1767,1865,1913,1907,1435,,
 4:13:02 PM,26.12,210,1767,1874,1919,1902,1430,,
 4:13:02 PM,26.21,209,1771,1881,1928,1908,1432,,
 4:13:02 PM,26.32,193,1810,1925,1965,1932,1443,,
 4:13:02 PM,26.41,194,1783,1892,1940,1919,1440,,
 4:13:02 PM,26.52,221,1779,1885,1933,1917,1440,,
 4:13:02 PM,26.62,201,1785,1894,1942,1925,1444,,
 4:13:02 PM,26.72,222,1787,1894,1943,1928,1448,,
 4:13:02 PM,26.82,172,1770,1878,1928,1916,1441,,
 4:13:02 PM,26.92,202,1768,1879,1929,1915,1438,,
 4:13:02 PM,27.01,198,1789,1906,1957,1935,1450,,
 4:13:03 PM,27.12,220,1782,1887,1935,1918,1439,,
 4:13:03 PM,27.21,198,1769,1881,1927,1908,1431,,
 4:13:03 PM,27.32,212,1794,1906,1949,1923,1438,,
 4:13:03 PM,27.41,204,1787,1900,1947,1923,1439,,
 4:13:03 PM,27.52,209,1782,1892,1937,1916,1435,,
 4:13:03 PM,27.62,209,1785,1897,1944,1924,1440,,
 4:13:03 PM,27.72,192,1779,1889,1937,1919,1438,,
 4:13:03 PM,27.82,214,1775,1881,1929,1913,1435,,
 4:13:03 PM,27.91,216,1780,1890,1938,1920,1441,,
 4:13:03 PM,28.02,193,1779,1890,1938,1920,1440,,
 4:13:04 PM,28.11,205,1778,1889,1937,1920,1439,,
 4:13:04 PM,28.22,207,1779,1890,1936,1920,1440,,
 4:13:04 PM,28.32,221,1775,1884,1933,1918,1439,,
 4:13:04 PM,28.41,216,1777,1888,1935,1919,1440,,
 4:13:04 PM,28.52,204,1775,1887,1934,1918,1438,,
 4:13:04 PM,28.61,214,1776,1888,1936,1919,1439,,
 4:13:04 PM,28.72,210,1774,1886,1933,1915,1437,,
 4:13:04 PM,28.82,197,1779,1890,1938,1920,1438,,
 4:13:04 PM,28.91,197,1775,1885,1934,1918,1437,,
 4:13:04 PM,29.02,200,1779,1890,1938,1920,1438,,
 4:13:05 PM,29.12,214,1780,1890,1939,1920,1438,,
 4:13:05 PM,29.21,188,1783,1895,1941,1922,1439,,
 4:13:05 PM,29.32,225,1779,1890,1937,1918,1438,,
 4:13:05 PM,29.42,180,1778,1888,1936,1918,1437,,
 4:13:05 PM,29.51,209,1779,1891,1937,1920,1439,,
 4:13:05 PM,29.62,206,1783,1894,1940,1920,1438,,
 4:13:05 PM,29.72,198,1779,1889,1937,1919,1438,,
 4:13:05 PM,29.82,208,1782,1893,1941,1922,1440,,
 4:13:05 PM,29.92,177,1780,1892,1940,1922,1441,,
 4:13:05 PM,30.01,203,1782,1893,1941,1922,1439,,
 4:13:06 PM,30.12,202,1777,1888,1935,1918,1437,,
 4:13:06 PM,30.22,205,1778,1889,1938,1921,1438,,
 4:13:06 PM,30.32,213,1778,1890,1938,1920,1440,,
 4:13:06 PM,30.41,195,1778,1889,1939,1922,1441,,
 4:13:06 PM,30.52,211,1775,1886,1934,1919,1438,,
 4:13:06 PM,30.62,202,1777,1888,1936,1920,1438,,
 4:13:06 PM,30.73,199,1782,1893,1942,1926,1443,,
 4:13:06 PM,30.82,199,1782,1893,1942,1925,1443,,
 4:13:06 PM,30.91,194,1776,1889,1937,1921,1440,,
 4:13:06 PM,31.02,182,1778,1888,1936,1918,1438,,
 4:13:07 PM,31.12,173,1779,1890,1939,1921,1439,,
 4:13:07 PM,31.21,187,1780,1892,1940,1924,1441,,
 4:13:07 PM,31.32,180,1778,1890,1939,1921,1440,,
 4:13:07 PM,31.42,188,1777,1888,1937,1920,1439,,
 4:13:07 PM,31.52,193,1778,1890,1939,1922,1440,,
 4:13:07 PM,31.63,203,1778,1890,1939,1921,1440,,
 4:13:07 PM,31.72,207,1780,1892,1941,1924,1441,,
 4:13:07 PM,31.82,213,1780,1892,1941,1924,1441,,
 4:13:07 PM,31.92,178,1780,1891,1940,1923,1440,,
 4:13:07 PM,32.01,207,1780,1893,1941,1924,1441,,
 4:13:08 PM,32.12,201,1778,1890,1939,1922,1441,,
 4:13:08 PM,32.21,193,1779,1890,1939,1922,1441,,
 4:13:08 PM,32.31,203,1779,1891,1939,1922,1439,,
 4:13:08 PM,32.42,205,1780,1891,1939,1922,1440,,
 4:13:08 PM,32.52,199,1779,1890,1939,1922,1439,,
 4:13:08 PM,32.63,220,1779,1891,1939,1922,1440,,
 4:13:08 PM,32.71,198,1780,1891,1940,1923,1440,,
 4:13:08 PM,32.82,204,1779,1889,1939,1922,1440,,
 4:13:08 PM,32.91,187,1784,1896,1944,1926,1442,,
 4:13:08 PM,33.02,197,1773,1882,1931,1917,1439,,
 4:13:09 PM,33.11,194,1818,1939,1982,1951,1452,,
 4:13:09 PM,33.22,199,1795,1897,1940,1921,1439,,
 4:13:09 PM,33.32,201,1767,1876,1926,1913,1436,,
 4:13:09 PM,33.41,175,1793,1906,1954,1933,1445,,
 4:13:09 PM,33.52,161,1766,1876,1925,1911,1434,,
 4:13:09 PM,33.61,175,1781,1891,1940,1923,1440,,
 4:13:09 PM,33.72,173,1780,1891,1939,1922,1439,,
 4:13:09 PM,33.82,165,1774,1889,1937,1917,1435,,
 4:13:09 PM,33.91,145,1775,1883,1935,1922,1441,,
 4:13:09 PM,34.02,142,1780,1890,1938,1921,1441,,
 4:13:10 PM,34.11,168,1792,1907,1954,1932,1443,,
 4:13:10 PM,34.22,150,1766,1871,1921,1911,1437,,
 4:13:10 PM,34.32,160,1790,1902,1950,1931,1446,,
 4:13:10 PM,34.41,141,1789,1901,1948,1927,1442,,
 4:13:10 PM,34.52,160,1763,1867,1921,1911,1437,,
 4:13:10 PM,34.61,172,1767,1878,1928,1912,1435,,
 4:13:10 PM,34.72,214,1780,1892,1940,1923,1440,,
 4:13:10 PM,34.82,309,1786,1892,1942,1927,1446,,
 4:13:10 PM,34.91,0,1776,1890,1939,1921,1440,,
 4:13:10 PM,35.02,0,1783,1894,1942,1926,1444,,
 4:13:11 PM,35.11,0,1772,1883,1934,1919,1439,,
 4:13:11 PM,35.21,0,1784,1893,1942,1924,1441,,
 4:13:11 PM,35.31,0,1778,1890,1939,1921,1438,,
 4:13:11 PM,35.41,0,1774,1883,1933,1918,1438,,
 4:13:11 PM,35.52,0,1781,1893,1942,1924,1442,,
 4:13:11 PM,35.61,0,1786,1896,1946,1927,1443,,
 4:13:11 PM,35.72,0,1780,1889,1939,1923,1441,,
 4:13:11 PM,35.82,0,1778,1888,1937,1921,1440,,
 4:13:11 PM,35.91,0,1781,1892,1941,1923,1440,,
 4:13:11 PM,36.01,0,1780,1893,1942,1924,1442,,
 4:13:12 PM,36.12,0,1781,1893,1942,1925,1442,,
 4:13:12 PM,36.21,0,1788,1900,1948,1928,1443,,
 4:13:12 PM,36.32,0,1779,1887,1938,1922,1441,,
 4:13:12 PM,36.42,0,1782,1894,1943,1925,1441,,
 4:13:12 PM,36.51,0,1783,1896,1946,1928,1443,,
 4:13:12 PM,36.61,0,1777,1888,1937,1922,1441,,
 4:13:12 PM,36.72,0,1779,1890,1940,1922,1440,,
 4:13:12 PM,36.82,0,1782,1894,1943,1925,1442,,
 4:13:12 PM,36.92,0,1778,1887,1936,1922,1441,,
 4:13:12 PM,37.01,0,1781,1893,1942,1924,1441,,
 4:13:13 PM,37.12,0,1781,1891,1942,1923,1441,,
 4:13:13 PM,37.21,0,1779,1890,1940,1923,1441,,
 4:13:13 PM,37.31,0,1776,1889,1939,1920,1439,,
 4:13:13 PM,37.42,0,1782,1892,1942,1924,1441,,
 4:13:13 PM,37.52,0,1781,1892,1941,1924,1441,,
 4:13:13 PM,37.61,0,1783,1895,1946,1927,1441,,
 4:13:13 PM,37.72,0,1779,1889,1939,1921,1438,,
 4:13:13 PM,37.82,0,1783,1895,1944,1928,1443,,
 4:13:13 PM,37.91,0,1778,1893,1942,1923,1440,,
 4:13:13 PM,38.02,0,1779,1889,1937,1919,1437,,
